Year,Sport,Event,Country,Gender,Medal Rank,Medal,Name of Athlete or Team,Age of Athlete
1952,Speedskating,"Men's 10,000 Meters",Norway,Men,1,gold,Hjalmar Andersen,28
1952,Speedskating,"Men's 10,000 Meters",Netherlands,Men,2,silver,Kees Broekman,24
1952,Speedskating,"Men's 10,000 Meters",Sweden,Men,3,bronze,Carl-Erik Asplund,28
1956,Alpine Skiing,Men's Downhill,Austria,Men,1,gold,Toni Sailer,20
1956,Alpine Skiing,Men's Downhill,Switzerland,Men,2,silver,Raymond Fellay,24
1956,Alpine Skiing,Men's Downhill,Austria,Men,3,bronze,Anderl Molterer,24
1956,Alpine Skiing,Men's Giant Slalom,Austria,Men,1,gold,Toni Sailer,20
1956,Alpine Skiing,Men's Giant Slalom,Austria,Men,2,silver,Anderl Molterer,24
1956,Alpine Skiing,Men's Giant Slalom,Austria,Men,3,bronze,Walter Schuster,26
1956,Alpine Skiing,Men's Slalom,Austria,Men,1,gold,Toni Sailer,20
1956,Alpine Skiing,Men's Slalom,Japan,Men,2,silver,Chiharu Igaya,24
1956,Alpine Skiing,Men's Slalom,Sweden,Men,3,bronze,Stig Sollander,29
1956,Alpine Skiing,Women's Downhill,Switzerland,Women,1,gold,Madeleine Chamot-Berthod,24
1956,Alpine Skiing,Women's Downhill,Switzerland,Women,2,silver,Frieda DÃ_nzer,24
1956,Alpine Skiing,Women's Downhill,Canada,Women,3,bronze,Lucile Wheeler,21
1956,Alpine Skiing,Women's Giant Slalom,Germany,Women,1,gold,Ossi Reichert,30
1956,Alpine Skiing,Women's Giant Slalom,Austria,Women,2,silver,Putzi Frandl,25
1956,Alpine Skiing,Women's Giant Slalom,Austria,Women,3,bronze,Thea Hochleitner,30
1956,Alpine Skiing,Women's Slalom,Switzerland,Women,1,gold,RenÃ©e Colliard,22
1956,Alpine Skiing,Women's Slalom,Austria,Women,2,silver,Regina SchÃ¶pf,20
1956,Alpine Skiing,Women's Slalom,Soviet Union,Women,3,bronze,Yevgeniya Kabina-Sidorova,25
1956,Bobsled,Men's Two,Italy,Men,1,gold,Italy-1,
1956,Bobsled,Men's Two,Italy,Men,2,silver,Italy-2,
1956,Bobsled,Men's Two,Switzerland,Men,3,bronze,Switzerland-1,
1956,Bobsled,Men's Four,Switzerland,Men,1,gold,Switzerland-1,
1956,Bobsled,Men's Four,Italy,Men,2,silver,Italy-2,
1956,Bobsled,Men's Four,United States,Men,3,bronze,United States-1,
1956,Cross-Country Skiing,Men's 15 Kilometers,Norway,Men,1,gold,Hallgeir Brenden,26
1956,Cross-Country Skiing,Men's 15 Kilometers,Sweden,Men,2,silver,Sixten Jernberg,26
1956,Cross-Country Skiing,Men's 15 Kilometers,Soviet Union,Men,3,bronze,Pavel Kolchin,26
1956,Cross-Country Skiing,Men's 30 Kilometers,Finland,Men,1,gold,Veikko Hakulinen,31
1956,Cross-Country Skiing,Men's 30 Kilometers,Sweden,Men,2,silver,Sixten Jernberg,26
1956,Cross-Country Skiing,Men's 30 Kilometers,Soviet Union,Men,3,bronze,Pavel Kolchin,26
1956,Cross-Country Skiing,Men's 50 Kilometers,Sweden,Men,1,gold,Sixten Jernberg,26
1956,Cross-Country Skiing,Men's 50 Kilometers,Finland,Men,2,silver,Veikko Hakulinen,31
1956,Cross-Country Skiing,Men's 50 Kilometers,Soviet Union,Men,3,bronze,Fyodor Terentyev,30
1956,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Soviet Union,Men,1,gold,Soviet Union,
1956,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Finland,Men,2,silver,Finland,
1956,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Sweden,Men,3,bronze,Sweden,
1956,Cross-Country Skiing,Women's 10 Kilometers,Soviet Union,Women,1,gold,Lyubov Kozyreva-Baranova,26
1956,Cross-Country Skiing,Women's 10 Kilometers,Soviet Union,Women,2,silver,Radiya Yeroshina,25
1956,Cross-Country Skiing,Women's 10 Kilometers,Sweden,Women,3,bronze,Sonja EdstrÃ¶m-RuthstrÃ¶m,25
1956,Cross-Country Skiing,Women's 3 Ã— 5-Kilometer Relay,Finland,Women,1,gold,Finland,
1956,Cross-Country Skiing,Women's 3 Ã— 5-Kilometer Relay,Soviet Union,Women,2,silver,Soviet Union,
1956,Cross-Country Skiing,Women's 3 Ã— 5-Kilometer Relay,Sweden,Women,3,bronze,Sweden,
1956,Figure Skating,Men's Singles,United States,Men,1,gold,Hayes Alan Jenkins,22
1956,Figure Skating,Men's Singles,United States,Men,2,silver,Ronnie Robertson,18
1956,Figure Skating,Men's Singles,United States,Men,3,bronze,David Jenkins,19
1956,Figure Skating,Mixed Pairs,Austria,Mixed,1,gold,Austria-1,
1956,Figure Skating,Mixed Pairs,Canada,Mixed,2,silver,Canada-1,
1956,Figure Skating,Mixed Pairs,Hungary,Mixed,3,bronze,Hungary,
1956,Figure Skating,Women's Singles,United States,Women,1,gold,Tenley Albright,20
1956,Figure Skating,Women's Singles,United States,Women,2,silver,Carol Heiss,16
1956,Figure Skating,Women's Singles,Austria,Women,3,bronze,Ingrid Wendl,15
1956,Ice Hockey,Men's Ice Hockey,Soviet Union,Men,1,gold,Soviet Union,
1956,Ice Hockey,Men's Ice Hockey,United States,Men,2,silver,United States,
1956,Ice Hockey,Men's Ice Hockey,Canada,Men,3,bronze,Canada,
1956,Nordic Combined,Men's Individual,Norway,Men,1,gold,Sverre Stenersen,29
1956,Nordic Combined,Men's Individual,Sweden,Men,2,silver,Bengt Eriksson,25
1956,Nordic Combined,Men's Individual,Poland,Men,3,bronze,Franciszek GÄ…sienica GroÅ„,24
1956,Ski Jumping,"Men's Normal Hill, Individual",Finland,Men,1,gold,Antti HyvÃ_rinen,23
1956,Ski Jumping,"Men's Normal Hill, Individual",Finland,Men,2,silver,Aulis Kallakorpi,27
1956,Ski Jumping,"Men's Normal Hill, Individual",Germany,Men,3,bronze,Harry GlaÃŸ,25
1956,Speedskating,Men's 500 Meters,Soviet Union,Men,1,gold,Yevgeny Grishin,24
1956,Speedskating,Men's 500 Meters,Soviet Union,Men,2,silver,Rafael Grach,23
1956,Speedskating,Men's 500 Meters,Norway,Men,3,bronze,Alv Gjestvang,18
1956,Speedskating,"Men's 1,500 Meters",Soviet Union,Men,1,gold,Yevgeny Grishin,24
1956,Speedskating,"Men's 1,500 Meters",Soviet Union,Men,1,gold,Yury Mikhaylov,25
1956,Speedskating,"Men's 1,500 Meters",Finland,Men,3,bronze,Toivo Salonen,22
1956,Speedskating,"Men's 5,000 Meters",Soviet Union,Men,1,gold,Boris Shilkov,28
1956,Speedskating,"Men's 5,000 Meters",Sweden,Men,2,silver,Sigvard Ericsson,25
1956,Speedskating,"Men's 5,000 Meters",Soviet Union,Men,3,bronze,Oleg Goncharenko,24
1956,Speedskating,"Men's 10,000 Meters",Sweden,Men,1,gold,Sigvard Ericsson,25
1956,Speedskating,"Men's 10,000 Meters",Norway,Men,2,silver,Knut Johannesen,22
1956,Speedskating,"Men's 10,000 Meters",Soviet Union,Men,3,bronze,Oleg Goncharenko,24
1960,Alpine Skiing,Men's Downhill,France,Men,1,gold,Jean Vuarnet,22
1960,Alpine Skiing,Men's Downhill,Germany,Men,2,silver,Hans Peter Lanig,24
1960,Alpine Skiing,Men's Downhill,France,Men,3,bronze,Guy PÃ©rillat,19
1960,Alpine Skiing,Men's Giant Slalom,Switzerland,Men,1,gold,Roger Staub,23
1960,Alpine Skiing,Men's Giant Slalom,Austria,Men,2,silver,Pepi Stiegler,22
1960,Alpine Skiing,Men's Giant Slalom,Austria,Men,3,bronze,Ernst Hinterseer,27
1960,Alpine Skiing,Men's Slalom,Austria,Men,1,gold,Ernst Hinterseer,27
1960,Alpine Skiing,Men's Slalom,Austria,Men,2,silver,Hias Leitner,24
1960,Alpine Skiing,Men's Slalom,France,Men,3,bronze,Charles Bozon,27
1960,Alpine Skiing,Women's Downhill,Germany,Women,1,gold,Heidi Biebl,19
1960,Alpine Skiing,Women's Downhill,United States,Women,2,silver,Penny Pitou,21
1960,Alpine Skiing,Women's Downhill,Austria,Women,3,bronze,Traudl Hecher,16
1960,Alpine Skiing,Women's Giant Slalom,Switzerland,Women,1,gold,Yvonne RÃ_egg,28
1960,Alpine Skiing,Women's Giant Slalom,United States,Women,2,silver,Penny Pitou,21
1960,Alpine Skiing,Women's Giant Slalom,Italy,Women,3,bronze,Giuliana Chenal-Minuzzo,28
1960,Alpine Skiing,Women's Slalom,Canada,Women,1,gold,Anne Heggtveit,21
1960,Alpine Skiing,Women's Slalom,United States,Women,2,silver,Betsy Snite,21
1960,Alpine Skiing,Women's Slalom,Germany,Women,3,bronze,Barbi Henneberger,19
1960,Biathlon,Men's 20 Kilometers,Sweden,Men,1,gold,Klas Lestander,28
1960,Biathlon,Men's 20 Kilometers,Finland,Men,2,silver,Antti TyrvÃ_inen,26
1960,Biathlon,Men's 20 Kilometers,Soviet Union,Men,3,bronze,Aleksandr Privalov,26
1960,Cross-Country Skiing,Men's 15 Kilometers,Norway,Men,1,gold,HÃ¥kon Brusveen,32
1960,Cross-Country Skiing,Men's 15 Kilometers,Sweden,Men,2,silver,Sixten Jernberg,31
1960,Cross-Country Skiing,Men's 15 Kilometers,Finland,Men,3,bronze,Veikko Hakulinen,35
1960,Cross-Country Skiing,Men's 30 Kilometers,Sweden,Men,1,gold,Sixten Jernberg,31
1960,Cross-Country Skiing,Men's 30 Kilometers,Sweden,Men,2,silver,Rolf RÃ_mgÃ¥rd,25
1960,Cross-Country Skiing,Men's 30 Kilometers,Soviet Union,Men,3,bronze,Nikolay Anikin,28
1960,Cross-Country Skiing,Men's 50 Kilometers,Finland,Men,1,gold,Kalevi HÃ_mÃ_lÃ_inen,27
1960,Cross-Country Skiing,Men's 50 Kilometers,Finland,Men,2,silver,Veikko Hakulinen,35
1960,Cross-Country Skiing,Men's 50 Kilometers,Sweden,Men,3,bronze,Rolf RÃ_mgÃ¥rd,25
1960,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Finland,Men,1,gold,Finland,
1960,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Norway,Men,2,silver,Norway,
1960,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Soviet Union,Men,3,bronze,Soviet Union,
1960,Cross-Country Skiing,Women's 10 Kilometers,Soviet Union,Women,1,gold,Mariya Gusakova,29
1960,Cross-Country Skiing,Women's 10 Kilometers,Soviet Union,Women,2,silver,Lyubov Kozyreva-Baranova,30
1960,Cross-Country Skiing,Women's 10 Kilometers,Soviet Union,Women,3,bronze,Radiya Yeroshina,29
1960,Cross-Country Skiing,Women's 3 Ã— 5-Kilometer Relay,Sweden,Women,1,gold,Sweden,
1960,Cross-Country Skiing,Women's 3 Ã— 5-Kilometer Relay,Soviet Union,Women,2,silver,Soviet Union,
1960,Cross-Country Skiing,Women's 3 Ã— 5-Kilometer Relay,Finland,Women,3,bronze,Finland,
1960,Figure Skating,Men's Singles,United States,Men,1,gold,David Jenkins,23
1960,Figure Skating,Men's Singles,Czechoslovakia,Men,2,silver,Karol DivÃ_n,23
1960,Figure Skating,Men's Singles,Canada,Men,3,bronze,Don Jackson,19
1960,Figure Skating,Mixed Pairs,Canada,Mixed,1,gold,Canada-1,
1960,Figure Skating,Mixed Pairs,Germany,Mixed,2,silver,Germany-1,
1960,Figure Skating,Mixed Pairs,United States,Mixed,3,bronze,United States-1,
1960,Figure Skating,Women's Singles,United States,Women,1,gold,Carol Heiss,20
1960,Figure Skating,Women's Singles,Netherlands,Women,2,silver,Sjoukje Dijkstra,18
1960,Figure Skating,Women's Singles,United States,Women,3,bronze,Barbara Ann Roles,18
1960,Ice Hockey,Men's Ice Hockey,United States,Men,1,gold,United States,
1960,Ice Hockey,Men's Ice Hockey,Canada,Men,2,silver,Canada,
1960,Ice Hockey,Men's Ice Hockey,Soviet Union,Men,3,bronze,Soviet Union,
1960,Nordic Combined,Men's Individual,Germany,Men,1,gold,Georg Thoma,22
1960,Nordic Combined,Men's Individual,Norway,Men,2,silver,Tormod Knutsen,28
1960,Nordic Combined,Men's Individual,Soviet Union,Men,3,bronze,Nikolay Gusakov,25
1960,Ski Jumping,"Men's Normal Hill, Individual",Germany,Men,1,gold,Helmut Recknagel,22
1960,Ski Jumping,"Men's Normal Hill, Individual",Finland,Men,2,silver,Niilo Halonen,19
1960,Ski Jumping,"Men's Normal Hill, Individual",Austria,Men,3,bronze,Otto Leodolter,23
1960,Speedskating,Men's 500 Meters,Soviet Union,Men,1,gold,Yevgeny Grishin,28
1960,Speedskating,Men's 500 Meters,United States,Men,2,silver,Bill Disney,27
1960,Speedskating,Men's 500 Meters,Soviet Union,Men,3,bronze,Rafael Grach,27
1960,Speedskating,"Men's 1,500 Meters",Norway,Men,1,gold,Roald Aas,31
1960,Speedskating,"Men's 1,500 Meters",Soviet Union,Men,1,gold,Yevgeny Grishin,28
1960,Speedskating,"Men's 1,500 Meters",Soviet Union,Men,3,bronze,Boris Stenin,25
1960,Speedskating,"Men's 5,000 Meters",Soviet Union,Men,1,gold,Viktor Kosichkin,21
1960,Speedskating,"Men's 5,000 Meters",Norway,Men,2,silver,Knut Johannesen,26
1960,Speedskating,"Men's 5,000 Meters",Netherlands,Men,3,bronze,Jan Pesman,28
1960,Speedskating,"Men's 10,000 Meters",Norway,Men,1,gold,Knut Johannesen,26
1960,Speedskating,"Men's 10,000 Meters",Soviet Union,Men,2,silver,Viktor Kosichkin,21
1960,Speedskating,"Men's 10,000 Meters",Sweden,Men,3,bronze,Kjell BÃ_ckman,25
1960,Speedskating,Women's 500 Meters,Germany,Women,1,gold,Helga Haase,25
1960,Speedskating,Women's 500 Meters,Soviet Union,Women,2,silver,Nataliya Donchenko,27
1960,Speedskating,Women's 500 Meters,United States,Women,3,bronze,Jeanne Ashworth,21
1960,Speedskating,"Women's 1,000 Meters",Soviet Union,Women,1,gold,Klara Guseva-Nesterova,22
1960,Speedskating,"Women's 1,000 Meters",Germany,Women,2,silver,Helga Haase,25
1960,Speedskating,"Women's 1,000 Meters",Soviet Union,Women,3,bronze,Tamara Rylova,28
1960,Speedskating,"Women's 1,500 Meters",Soviet Union,Women,1,gold,Lidiya Skoblikova,20
1960,Speedskating,"Women's 1,500 Meters",Poland,Women,2,silver,Elwira SeroczyÅ„ska,28
1960,Speedskating,"Women's 1,500 Meters",Poland,Women,3,bronze,Helena Pilejczyk,28
1960,Speedskating,"Women's 3,000 Meters",Soviet Union,Women,1,gold,Lidiya Skoblikova,20
1960,Speedskating,"Women's 3,000 Meters",Soviet Union,Women,2,silver,Valentina Stenina,25
1960,Speedskating,"Women's 3,000 Meters",Finland,Women,3,bronze,Eevi Huttunen,37
1964,Alpine Skiing,Men's Downhill,Austria,Men,1,gold,Egon Zimmermann,24
1964,Alpine Skiing,Men's Downhill,France,Men,2,silver,LÃ©o Lacroix,26
1964,Alpine Skiing,Men's Downhill,Germany,Men,3,bronze,Wolfgang Bartels,23
1964,Alpine Skiing,Men's Giant Slalom,France,Men,1,gold,FranÃ§ois Bonlieu,26
1964,Alpine Skiing,Men's Giant Slalom,Austria,Men,2,silver,Karl Schranz,25
1964,Alpine Skiing,Men's Giant Slalom,Austria,Men,3,bronze,Pepi Stiegler,26
1964,Alpine Skiing,Men's Slalom,Austria,Men,1,gold,Pepi Stiegler,26
1964,Alpine Skiing,Men's Slalom,United States,Men,2,silver,Billy Kidd,20
1964,Alpine Skiing,Men's Slalom,United States,Men,3,bronze,Jimmy Heuga,20
1964,Alpine Skiing,Women's Downhill,Austria,Women,1,gold,Christl Haas,20
1964,Alpine Skiing,Women's Downhill,Austria,Women,2,silver,Edith Zimmermann,22
1964,Alpine Skiing,Women's Downhill,Austria,Women,3,bronze,Traudl Hecher,20
1964,Alpine Skiing,Women's Giant Slalom,France,Women,1,gold,Marielle Goitschel,18
1964,Alpine Skiing,Women's Giant Slalom,France,Women,2,silver,Christine Goitschel,19
1964,Alpine Skiing,Women's Giant Slalom,United States,Women,2,silver,Jean Saubert,21
1964,Alpine Skiing,Women's Slalom,France,Women,1,gold,Christine Goitschel,19
1964,Alpine Skiing,Women's Slalom,France,Women,2,silver,Marielle Goitschel,18
1964,Alpine Skiing,Women's Slalom,United States,Women,3,bronze,Jean Saubert,21
1964,Biathlon,Men's 20 Kilometers,Soviet Union,Men,1,gold,Vladimir Melanin,30
1964,Biathlon,Men's 20 Kilometers,Soviet Union,Men,2,silver,Aleksandr Privalov,30
1964,Biathlon,Men's 20 Kilometers,Norway,Men,3,bronze,Olav Jordet,24
1964,Bobsled,Men's Two,Britain,Men,1,gold,Britain-1,
1964,Bobsled,Men's Two,Italy,Men,2,silver,Italy-2,
1964,Bobsled,Men's Two,Italy,Men,3,bronze,Italy-1,
1964,Bobsled,Men's Four,Canada,Men,1,gold,Canada-1,
1964,Bobsled,Men's Four,Austria,Men,2,silver,Austria-1,
1964,Bobsled,Men's Four,Italy,Men,3,bronze,Italy-2,
1964,Cross-Country Skiing,Men's 15 Kilometers,Finland,Men,1,gold,Eero MÃ_ntyranta,26
1964,Cross-Country Skiing,Men's 15 Kilometers,Norway,Men,2,silver,Harald GrÃ¸nningen,29
1964,Cross-Country Skiing,Men's 15 Kilometers,Sweden,Men,3,bronze,Sixten Jernberg,34
1964,Cross-Country Skiing,Men's 30 Kilometers,Finland,Men,1,gold,Eero MÃ_ntyranta,26
1964,Cross-Country Skiing,Men's 30 Kilometers,Norway,Men,2,silver,Harald GrÃ¸nningen,29
1964,Cross-Country Skiing,Men's 30 Kilometers,Soviet Union,Men,3,bronze,Igor Voronchikhin,25
1964,Cross-Country Skiing,Men's 50 Kilometers,Sweden,Men,1,gold,Sixten Jernberg,34
1964,Cross-Country Skiing,Men's 50 Kilometers,Sweden,Men,2,silver,Assar RÃ¶nnlund,28
1964,Cross-Country Skiing,Men's 50 Kilometers,Finland,Men,3,bronze,Arto Tiainen,33
1964,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Sweden,Men,1,gold,Sweden,
1964,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Finland,Men,2,silver,Finland,
1964,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Soviet Union,Men,3,bronze,Soviet Union,
1964,Cross-Country Skiing,Women's 5 Kilometers,Soviet Union,Women,1,gold,Klavdiya Boyarskikh,24
1964,Cross-Country Skiing,Women's 5 Kilometers,Finland,Women,2,silver,Mirja Lehtonen,21
1964,Cross-Country Skiing,Women's 5 Kilometers,Soviet Union,Women,3,bronze,Alevtina Kolchina,33
1964,Cross-Country Skiing,Women's 10 Kilometers,Soviet Union,Women,1,gold,Klavdiya Boyarskikh,24
1964,Cross-Country Skiing,Women's 10 Kilometers,Soviet Union,Women,2,silver,Yevdokiya Mekshilo,32
1964,Cross-Country Skiing,Women's 10 Kilometers,Soviet Union,Women,3,bronze,Mariya Gusakova,32
1964,Cross-Country Skiing,Women's 3 Ã— 5-Kilometer Relay,Soviet Union,Women,1,gold,Soviet Union,
1964,Cross-Country Skiing,Women's 3 Ã— 5-Kilometer Relay,Sweden,Women,2,silver,Sweden,
1964,Cross-Country Skiing,Women's 3 Ã— 5-Kilometer Relay,Finland,Women,3,bronze,Finland,
1964,Figure Skating,Men's Singles,Germany,Men,1,gold,Manfred Schnelldorfer,20
1964,Figure Skating,Men's Singles,France,Men,2,silver,Alain Calmat,23
1964,Figure Skating,Men's Singles,United States,Men,3,bronze,Scotty Allen,14
1964,Figure Skating,Mixed Pairs,Soviet Union,Mixed,1,gold,Soviet Union-1,
1964,Figure Skating,Mixed Pairs,Germany,Mixed,2,silver,Germany-1,
1964,Figure Skating,Women's Singles,Netherlands,Women,1,gold,Sjoukje Dijkstra,21
1964,Figure Skating,Women's Singles,Austria,Women,2,silver,Regine Heitzer,19
1964,Figure Skating,Women's Singles,Canada,Women,3,bronze,Petra Burka,17
1964,Ice Hockey,Men's Ice Hockey,Soviet Union,Men,1,gold,Soviet Union,
1964,Ice Hockey,Men's Ice Hockey,Sweden,Men,2,silver,Sweden,
1964,Ice Hockey,Men's Ice Hockey,Czechoslovakia,Men,3,bronze,Czechoslovakia,
1964,Luge,Men's Singles,Germany,Men,1,gold,Thomas KÃ¶hler,23
1964,Luge,Men's Singles,Germany,Men,2,silver,Klaus-Michael Bonsack,22
1964,Luge,Men's Singles,Germany,Men,3,bronze,Hans Plenk,25
1964,Luge,Men's Doubles,Austria,Men,1,gold,Austria-1,
1964,Luge,Men's Doubles,Austria,Men,2,silver,Austria-2,
1964,Luge,Men's Doubles,Italy,Men,3,bronze,Italy-1,
1964,Luge,Women's Singles,Germany,Women,1,gold,Ortrun Enderlein,20
1964,Luge,Women's Singles,Germany,Women,2,silver,Ilse Geisler,23
1964,Luge,Women's Singles,Austria,Women,3,bronze,Leni Thurner,25
1964,Nordic Combined,Men's Individual,Norway,Men,1,gold,Tormod Knutsen,32
1964,Nordic Combined,Men's Individual,Soviet Union,Men,2,silver,Nikolay Kiselyov,24
1964,Nordic Combined,Men's Individual,Germany,Men,3,bronze,Georg Thoma,26
1964,Ski Jumping,"Men's Normal Hill, Individual",Finland,Men,1,gold,Veikko Kankkonen,24
1964,Ski Jumping,"Men's Normal Hill, Individual",Norway,Men,2,silver,Toralf Engan,27
1964,Ski Jumping,"Men's Normal Hill, Individual",Norway,Men,3,bronze,Torgeir BrandtzÃ_g,22
1964,Ski Jumping,"Men's Large Hill, Individual",Norway,Men,1,gold,Toralf Engan,27
1964,Ski Jumping,"Men's Large Hill, Individual",Finland,Men,2,silver,Veikko Kankkonen,24
1964,Ski Jumping,"Men's Large Hill, Individual",Norway,Men,3,bronze,Torgeir BrandtzÃ_g,22
1964,Speedskating,Men's 500 Meters,United States,Men,1,gold,Terry McDermott,23
1964,Speedskating,Men's 500 Meters,Norway,Men,2,silver,Alv Gjestvang,26
1964,Speedskating,Men's 500 Meters,Soviet Union,Men,2,silver,Yevgeny Grishin,32
1964,Speedskating,Men's 500 Meters,Soviet Union,Men,2,silver,Vladimir Orlov,25
1964,Speedskating,"Men's 1,500 Meters",Soviet Union,Men,1,gold,Ants Antson,25
1964,Speedskating,"Men's 1,500 Meters",Netherlands,Men,2,silver,Kees Verkerk,21
1964,Speedskating,"Men's 1,500 Meters",Norway,Men,3,bronze,Villy Haugen,19
1964,Speedskating,"Men's 5,000 Meters",Norway,Men,1,gold,Knut Johannesen,30
1964,Speedskating,"Men's 5,000 Meters",Norway,Men,2,silver,Per Ivar Moe,19
1964,Speedskating,"Men's 5,000 Meters",Norway,Men,3,bronze,Fred Anton Maier,25
1964,Speedskating,"Men's 10,000 Meters",Sweden,Men,1,gold,Jonny Nilsson,20
1964,Speedskating,"Men's 10,000 Meters",Norway,Men,2,silver,Fred Anton Maier,25
1964,Speedskating,"Men's 10,000 Meters",Norway,Men,3,bronze,Knut Johannesen,30
1964,Speedskating,Women's 500 Meters,Soviet Union,Women,1,gold,Lidiya Skoblikova,24
1964,Speedskating,Women's 500 Meters,Soviet Union,Women,2,silver,Irina Yegorova,23
1964,Speedskating,Women's 500 Meters,Soviet Union,Women,3,bronze,Tatyana Sidorova,27
1964,Speedskating,"Women's 1,000 Meters",Soviet Union,Women,1,gold,Lidiya Skoblikova,24
1964,Speedskating,"Women's 1,000 Meters",Soviet Union,Women,2,silver,Irina Yegorova,23
1964,Speedskating,"Women's 1,000 Meters",Finland,Women,3,bronze,Kaija Mustonen,22
1964,Speedskating,"Women's 1,500 Meters",Soviet Union,Women,1,gold,Lidiya Skoblikova,24
1964,Speedskating,"Women's 1,500 Meters",Finland,Women,2,silver,Kaija Mustonen,22
1964,Speedskating,"Women's 1,500 Meters",Soviet Union,Women,3,bronze,Berta Kolokoltseva,26
1964,Speedskating,"Women's 3,000 Meters",Soviet Union,Women,1,gold,Lidiya Skoblikova,24
1964,Speedskating,"Women's 3,000 Meters",North Korea,Women,2,silver,Han Pil-Hwa,22
1964,Speedskating,"Women's 3,000 Meters",Soviet Union,Women,2,silver,Valentina Stenina,29
1968,Alpine Skiing,Men's Downhill,France,Men,1,gold,Jean-Claude Killy,24
1968,Alpine Skiing,Men's Downhill,France,Men,2,silver,Guy PÃ©rillat,27
